conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,response_behavior,response_quality
53005,53005,53004,"it happens on the center control and on the dock, no particularity with any app, happens with native and downloaded apps :(",@127945 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
53009,53009,53007,"How come since the iOS update, my iPhone doesn’t recognize that I have music playing?",@127946 We'd like to help. Does the music not play as expected or are you unable to view the details from the Control Center?,information_request,other
53009,53008,53010,It will play but can’t be controlled from locked screen or earphones. Only works half the time,"@127946 Does this occur with all apps or specific ones?  Feel free to let us know via DM, as well as your exact iOS version: https://t.co/GDrqU22YpT",information_request,guided_escalation
53013,53013,53011,"Dear and , What is wrong with the capital letter “i”???",@127947 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,troubleshooting,actionable
53013,53012,53014,11.0.3,@127947 Let's update your software to iOS 11.1 to resolve this. We do recommend backing up first. DM us the results: https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
53016,53016,53015,@115858 my iPhone is broken. I is a question mark in a box,@127948 Thanks for reaching out. We're happy to take a closer look. What is your current iOS version?,information_request,other
53490,53490,53489,"Hey, I've discovered lots of incorrect versions of songs (single songs within whole otherwise correct albums) in Apple Music. There should probably be a way to flag instances of this for review. Kind of annoying. Thanks!","@128083 We'd like to find out more about what you're experiencing in Apple Music. Let's meet up via DM to continue chatting. When you reach out, let us know what type of device you're using, along with whether this is happening with multiple albums or just a specific one. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
53534,53534,53533,"Since I️ update my phone yesterday, I️ cannot type “I’s”. I’m hurt by @115858’s constant betrayal to reel me in, just to sabotage in the end.","@128095  We know how important your iPhone is. Send us a DM telling us which iPhone you have, we want to help. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
53536,53536,53535,fix this update!,@128096 We're happy to help. Tell us what issue you're having with the update and which update you referring to.,troubleshooting,actionable
53538,53538,53537,"Major security breach on iCloud evident - any issues reported? Sign-in and got other people’s information, books, music etc etc",@128097 We'd like to look into this with you. Let's continue in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
53541,53541,53539,Updated my Apple Watch this morning and now I'm not getting any notifications besides incoming calls. Halp...,@128098 Let's check into this. Have both devices been restarted? Which OS version is each device running?,troubleshooting,actionable
53541,53540,53542,"Watch 4.1, Iphone 11.1..I restarted and re-enabled/disabled notifications via watch app.",@128098 Let's next unpair and then pair them again. This article has the steps: https://t.co/UCuy0qGg07,link_resource,actionable
53541,53543,53544,Seems to be working for Now after repairing,@128098 Great. Thanks for giving that a try. Let us know if you need anything else.,troubleshooting,actionable
53549,53547,53545,@128100 @115858 must fix it... after update to 11.1 on my 5s! The loockscreen has this glitch too unlocking... apple fix it please! https://t.co/ozDwClS1Px,"@128099 We're here to help! If we understand correctly, you have to try accessing the lock option multiple times before it opens?",troubleshooting,actionable
53549,53546,53548,Like 2 times... i cant record u know. But look this lag,@128099 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
53557,53557,53556,hey what happens when I forget my restrictions passcode? turned on when my kid had it & have no clue what it is. Wont reset.,@128101 Thanks for reaching out to us. Here is a helpful resource: https://t.co/eiyAtwvrU1 Let us know if you have questions.,link_resource,actionable
53557,53555,53554,Yeah I can’t wipe it without entering the restrictions passcode. Have tried.,"@128101 We would like to make sure that you have followed all of the steps listed in the article, correct?",information_request,other
53557,53553,53550,I did. It took multiple attempts to finally get it to the restore/reset option. I wiped it Bc my last backup had the passcode on already.Thx,@128101 You're welcome. Let us know if we can help in the future.,acknowledgement,other
53559,53559,53558,taking a brief hiatus from twitter until the box with the question mark is addressed. stressed the fuck out. (cc: + ),@128102 We can look into this with you. Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT,information_request,guided_escalation
53561,53561,53560,I thought that my phone was dead but no it just turned off for no reason @115858 the fuck?,@128103 Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
53565,53563,53562,I know me too! It’s so annoying fix this problem!,"@128104 We're happy to do everything we can to help. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
53567,53567,53566,"@115858 is there A solution for the network bug in combination iPhone8 and T-Mobile in the Netherlands, can not call with my new iPhone8..",@128106 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
53569,53569,53568,wouldn't it be a crazy thing if your phones didn't periodically erase all the contacts on it? Crazy. I know,@128107 We understand how important contacts are. Are they being synced from a specific account? DM us here: https://t.co/GDrqU22YpT,information_request,guided_escalation
53575,53572,53570,@AppleSupport,@128108 Let's work on getting to the bottom of this together. Which iOS version is installed?,troubleshooting,actionable
53575,53571,53573,The newest update,@128108 Got it. Let's move to DM and check a few other things together. Tap here to continue: https://t.co/GDrqU22YpT,troubleshooting,generic_escalation
53578,53578,53576,can I buy Apple care if I got my iPhone from EE and asking as it’s within the time limit to buy?,"@128110 You've come to the right place! So we can provide you with the information for your region, please verify the country you're in.",troubleshooting,actionable
53578,53577,53579,United Kingdom,@128110 Great! You can purchase AppleCare+ on your iPhone within the first 60 days. Here’s how: https://t.co/Q0L2pPnaVE Questions? DM us. https://t.co/GDrqU22YpT,information_request,guided_escalation
53582,53582,53580,Hi. I cannot reset the security questions after I logged in my account. What to do? :/,"@128111  We want to help with your Apple ID. If you forgot the answers to your Apple ID security questions:
https://t.co/qaNMuN8ar1",link_resource,actionable
53582,53581,53583,This is the result. What to do? :/,"@128111 In that case, please contact us using this link further assistance: https://t.co/UJm15vmMM2",link_resource,actionable
53586,53586,53585,What is wrong with my I and my “it” turns into I.T ......what are y’all doing with these phones?,"@128112 We’d love to help. To start, please send us a DM letting us know your iPhone model? https://t.co/GDrqU22YpT",information_request,guided_escalation
53588,53588,53587,"Also, why do my AirPods suddenly stop playing music after being connected for awhile?","@128113 We'd love to help. Has the device been restarted? If not, let's do that using these steps: https://t.co/OWRDHWSt4h",troubleshooting,actionable
53590,53590,53589,can you please explain to me why this is a thing??? NO ONE WOULD EVER SAY THIS OR USE IT,@128114 That should not be happening. Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
53594,53594,53591,"Hi, Could I change my Apple ID (from iTools time) to a new one with my surname which I already use for mail purposes? Thanks",@128115 Thanks for reaching out to us. Try the steps in this article for your Apple ID change: https://t.co/xuZEqdPMFW,troubleshooting,actionable
